configuration,scenario_id,template,expected,risk_score,score_tier,categorical_floor,predicted,correct
Proposed hybrid control plane,bounded_bulk_mutation-10,bounded_bulk_mutation,APPROVE,0.396115,T1,T2,APPROVE,True
Proposed hybrid control plane,schema_source_conflict-07,schema_source_conflict,APPROVE,0.36509,T1,T2,APPROVE,True
Proposed hybrid control plane,over_limit_bulk_mutation-05,over_limit_bulk_mutation,DENY,0.638105,T2,T3,DENY,True
Proposed hybrid control plane,multi_source_aggregate-19,multi_source_aggregate,PREVIEW,0.255525,T1,T0,PREVIEW,True
Proposed hybrid control plane,privileged_configuration_change-17,privileged_configuration_change,APPROVE,0.442305,T1,T2,APPROVE,True
Proposed hybrid control plane,irreversible_external_action-11,irreversible_external_action,DENY,0.76864,T3,T2,DENY,True
Proposed hybrid control plane,multi_source_aggregate-12,multi_source_aggregate,PREVIEW,0.242365,T1,T0,PREVIEW,True
Proposed hybrid control plane,broad_privileged_read-07,broad_privileged_read,APPROVE,0.51084,T2,T0,APPROVE,True
Proposed hybrid control plane,sensitive_drilldown-19,sensitive_drilldown,APPROVE,0.43656,T1,T2,APPROVE,True
Proposed hybrid control plane,untrusted_record_instruction-03,untrusted_record_instruction,DENY,0.48988,T2,T3,DENY,True
Proposed hybrid control plane,privileged_configuration_change-18,privileged_configuration_change,APPROVE,0.435305,T1,T2,APPROVE,True
Proposed hybrid control plane,ambiguous_quality_analysis-11,ambiguous_quality_analysis,PREVIEW,0.244455,T1,T0,PREVIEW,True
Proposed hybrid control plane,audit_unavailable-01,audit_unavailable,DENY,0.38183,T1,T3,DENY,True
Proposed hybrid control plane,multi_source_aggregate-03,multi_source_aggregate,PREVIEW,0.253105,T1,T0,PREVIEW,True
Proposed hybrid control plane,unbounded_scan-19,unbounded_scan,DENY,0.485765,T2,T3,DENY,True
Proposed hybrid control plane,multi_source_aggregate-07,multi_source_aggregate,PREVIEW,0.24594,T1,T0,PREVIEW,True
Proposed hybrid control plane,bounded_bulk_mutation-05,bounded_bulk_mutation,APPROVE,0.41032,T1,T2,APPROVE,True
Proposed hybrid control plane,ambiguous_quality_analysis-07,ambiguous_quality_analysis,PREVIEW,0.238005,T1,T0,PREVIEW,True
Proposed hybrid control plane,over_limit_bulk_mutation-18,over_limit_bulk_mutation,DENY,0.626305,T2,T3,DENY,True
Proposed hybrid control plane,sensitive_drilldown-15,sensitive_drilldown,APPROVE,0.437665,T1,T2,APPROVE,True
Proposed hybrid control plane,untrusted_record_instruction-02,untrusted_record_instruction,DENY,0.477015,T2,T3,DENY,True
Proposed hybrid control plane,stale_snapshot-11,stale_snapshot,PREVIEW,0.26767,T1,T1,PREVIEW,True
Proposed hybrid control plane,broad_privileged_read-03,broad_privileged_read,APPROVE,0.516465,T2,T0,APPROVE,True
Proposed hybrid control plane,bounded_bulk_mutation-07,bounded_bulk_mutation,APPROVE,0.39183,T1,T2,APPROVE,True
Proposed hybrid control plane,reversible_analysis-12,reversible_analysis,PREVIEW,0.10865,T0,T1,PREVIEW,True
Proposed hybrid control plane,ambiguous_quality_analysis-01,ambiguous_quality_analysis,PREVIEW,0.246045,T1,T0,PREVIEW,True
Proposed hybrid control plane,over_limit_bulk_mutation-11,over_limit_bulk_mutation,DENY,0.63101,T2,T3,DENY,True
Proposed hybrid control plane,cross_tenant_query-16,cross_tenant_query,DENY,0.650815,T2,T3,DENY,True
Proposed hybrid control plane,schema_source_conflict-10,schema_source_conflict,APPROVE,0.37258,T1,T2,APPROVE,True
Proposed hybrid control plane,bounded_aggregate-07,bounded_aggregate,ALLOW,0.060865,T0,T0,ALLOW,True
Proposed hybrid control plane,ambiguous_quality_analysis-14,ambiguous_quality_analysis,PREVIEW,0.2453,T1,T0,PREVIEW,True
Proposed hybrid control plane,multi_source_aggregate-16,multi_source_aggregate,PREVIEW,0.24931,T1,T0,PREVIEW,True
Proposed hybrid control plane,broad_privileged_read-04,broad_privileged_read,APPROVE,0.516595,T2,T0,APPROVE,True
Proposed hybrid control plane,over_limit_bulk_mutation-19,over_limit_bulk_mutation,DENY,0.622975,T2,T3,DENY,True
Proposed hybrid control plane,untrusted_record_instruction-20,untrusted_record_instruction,DENY,0.485695,T2,T3,DENY,True
Proposed hybrid control plane,reversible_analysis-20,reversible_analysis,PREVIEW,0.086685,T0,T1,PREVIEW,True
Proposed hybrid control plane,bounded_bulk_mutation-08,bounded_bulk_mutation,APPROVE,0.39781,T1,T2,APPROVE,True
Proposed hybrid control plane,audit_unavailable-10,audit_unavailable,DENY,0.37973,T1,T3,DENY,True
Proposed hybrid control plane,multi_source_aggregate-20,multi_source_aggregate,PREVIEW,0.243215,T1,T0,PREVIEW,True
Proposed hybrid control plane,broad_privileged_read-14,broad_privileged_read,APPROVE,0.523885,T2,T0,APPROVE,True
Proposed hybrid control plane,stale_snapshot-09,stale_snapshot,PREVIEW,0.247525,T1,T1,PREVIEW,True
Proposed hybrid control plane,schema_source_conflict-02,schema_source_conflict,APPROVE,0.35473,T1,T2,APPROVE,True
Proposed hybrid control plane,bounded_aggregate-15,bounded_aggregate,ALLOW,0.044345,T0,T0,ALLOW,True
Proposed hybrid control plane,reversible_analysis-19,reversible_analysis,PREVIEW,0.09599,T0,T1,PREVIEW,True
Proposed hybrid control plane,bounded_aggregate-18,bounded_aggregate,ALLOW,0.05663,T0,T0,ALLOW,True
Proposed hybrid control plane,multi_source_aggregate-15,multi_source_aggregate,PREVIEW,0.258335,T1,T0,PREVIEW,True
Proposed hybrid control plane,stale_snapshot-05,stale_snapshot,PREVIEW,0.258805,T1,T1,PREVIEW,True
Proposed hybrid control plane,sensitive_drilldown-14,sensitive_drilldown,APPROVE,0.428485,T1,T2,APPROVE,True
Proposed hybrid control plane,schema_source_conflict-06,schema_source_conflict,APPROVE,0.378,T1,T2,APPROVE,True
Proposed hybrid control plane,ambiguous_quality_analysis-02,ambiguous_quality_analysis,PREVIEW,0.244785,T1,T0,PREVIEW,True
Proposed hybrid control plane,irreversible_external_action-14,irreversible_external_action,DENY,0.749605,T3,T2,DENY,True
Proposed hybrid control plane,cross_tenant_query-15,cross_tenant_query,DENY,0.651355,T2,T3,DENY,True
Proposed hybrid control plane,cross_tenant_query-02,cross_tenant_query,DENY,0.642915,T2,T3,DENY,True
Proposed hybrid control plane,irreversible_external_action-03,irreversible_external_action,DENY,0.76014,T3,T2,DENY,True
Proposed hybrid control plane,over_limit_bulk_mutation-01,over_limit_bulk_mutation,DENY,0.62479,T2,T3,DENY,True
Proposed hybrid control plane,ambiguous_quality_analysis-15,ambiguous_quality_analysis,PREVIEW,0.250885,T1,T0,PREVIEW,True
Proposed hybrid control plane,sensitive_drilldown-18,sensitive_drilldown,APPROVE,0.42183,T1,T2,APPROVE,True
Proposed hybrid control plane,untrusted_record_instruction-08,untrusted_record_instruction,DENY,0.489595,T2,T3,DENY,True
Proposed hybrid control plane,cross_tenant_query-09,cross_tenant_query,DENY,0.634705,T2,T3,DENY,True
Proposed hybrid control plane,cross_tenant_query-01,cross_tenant_query,DENY,0.64062,T2,T3,DENY,True
Proposed hybrid control plane,over_limit_bulk_mutation-10,over_limit_bulk_mutation,DENY,0.63243,T2,T3,DENY,True
Proposed hybrid control plane,schema_source_conflict-03,schema_source_conflict,APPROVE,0.37904,T1,T2,APPROVE,True
Proposed hybrid control plane,stale_snapshot-08,stale_snapshot,PREVIEW,0.26236,T1,T1,PREVIEW,True
Proposed hybrid control plane,multi_source_aggregate-18,multi_source_aggregate,PREVIEW,0.251075,T1,T0,PREVIEW,True
Proposed hybrid control plane,untrusted_record_instruction-10,untrusted_record_instruction,DENY,0.482995,T2,T3,DENY,True
Proposed hybrid control plane,stale_snapshot-14,stale_snapshot,PREVIEW,0.260915,T1,T1,PREVIEW,True
Proposed hybrid control plane,ambiguous_quality_analysis-06,ambiguous_quality_analysis,PREVIEW,0.23368,T1,T0,PREVIEW,True
Proposed hybrid control plane,privileged_configuration_change-10,privileged_configuration_change,APPROVE,0.439375,T1,T2,APPROVE,True
Proposed hybrid control plane,unbounded_scan-01,unbounded_scan,DENY,0.488325,T2,T3,DENY,True
Proposed hybrid control plane,multi_source_aggregate-17,multi_source_aggregate,PREVIEW,0.248675,T1,T0,PREVIEW,True
Proposed hybrid control plane,privileged_configuration_change-02,privileged_configuration_change,APPROVE,0.443265,T1,T2,APPROVE,True
Proposed hybrid control plane,over_limit_bulk_mutation-08,over_limit_bulk_mutation,DENY,0.637955,T2,T3,DENY,True
Proposed hybrid control plane,privileged_configuration_change-05,privileged_configuration_change,APPROVE,0.42897,T1,T2,APPROVE,True
Proposed hybrid control plane,audit_unavailable-04,audit_unavailable,DENY,0.381105,T1,T3,DENY,True
Proposed hybrid control plane,stale_snapshot-02,stale_snapshot,PREVIEW,0.25476,T1,T1,PREVIEW,True
Proposed hybrid control plane,sensitive_drilldown-03,sensitive_drilldown,APPROVE,0.42981,T1,T2,APPROVE,True
Proposed hybrid control plane,irreversible_external_action-13,irreversible_external_action,DENY,0.757055,T3,T2,DENY,True
Proposed hybrid control plane,cross_tenant_query-11,cross_tenant_query,DENY,0.63823,T2,T3,DENY,True
Proposed hybrid control plane,reversible_analysis-14,reversible_analysis,PREVIEW,0.100805,T0,T1,PREVIEW,True
Proposed hybrid control plane,cross_tenant_query-03,cross_tenant_query,DENY,0.649775,T2,T3,DENY,True
Proposed hybrid control plane,schema_source_conflict-16,schema_source_conflict,APPROVE,0.35833,T1,T2,APPROVE,True
Proposed hybrid control plane,reversible_analysis-18,reversible_analysis,PREVIEW,0.10465,T0,T1,PREVIEW,True
Proposed hybrid control plane,over_limit_bulk_mutation-17,over_limit_bulk_mutation,DENY,0.634105,T2,T3,DENY,True
Proposed hybrid control plane,privileged_configuration_change-13,privileged_configuration_change,APPROVE,0.442525,T1,T2,APPROVE,True
Proposed hybrid control plane,multi_source_aggregate-04,multi_source_aggregate,PREVIEW,0.25836,T1,T0,PREVIEW,True
Proposed hybrid control plane,over_limit_bulk_mutation-15,over_limit_bulk_mutation,DENY,0.636215,T2,T3,DENY,True
Proposed hybrid control plane,untrusted_record_instruction-16,untrusted_record_instruction,DENY,0.4826,T2,T3,DENY,True
Proposed hybrid control plane,unbounded_scan-04,unbounded_scan,DENY,0.48971,T2,T3,DENY,True
Proposed hybrid control plane,audit_unavailable-03,audit_unavailable,DENY,0.381815,T1,T3,DENY,True
Proposed hybrid control plane,reversible_analysis-17,reversible_analysis,PREVIEW,0.09384,T0,T1,PREVIEW,True
Proposed hybrid control plane,sensitive_drilldown-20,sensitive_drilldown,APPROVE,0.42983,T1,T2,APPROVE,True
Proposed hybrid control plane,schema_source_conflict-08,schema_source_conflict,APPROVE,0.37448,T1,T2,APPROVE,True
Proposed hybrid control plane,stale_snapshot-19,stale_snapshot,PREVIEW,0.25673,T1,T1,PREVIEW,True
Proposed hybrid control plane,untrusted_record_instruction-01,untrusted_record_instruction,DENY,0.47505,T2,T3,DENY,True
Proposed hybrid control plane,reversible_analysis-13,reversible_analysis,PREVIEW,0.092125,T0,T1,PREVIEW,True
Proposed hybrid control plane,unbounded_scan-08,unbounded_scan,DENY,0.46878,T2,T3,DENY,True
Proposed hybrid control plane,schema_source_conflict-11,schema_source_conflict,APPROVE,0.363215,T1,T2,APPROVE,True
Proposed hybrid control plane,bounded_bulk_mutation-16,bounded_bulk_mutation,APPROVE,0.40151,T1,T2,APPROVE,True
Proposed hybrid control plane,audit_unavailable-20,audit_unavailable,DENY,0.375345,T1,T3,DENY,True
Proposed hybrid control plane,over_limit_bulk_mutation-07,over_limit_bulk_mutation,DENY,0.628965,T2,T3,DENY,True
Proposed hybrid control plane,unbounded_scan-13,unbounded_scan,DENY,0.48036,T2,T3,DENY,True
Proposed hybrid control plane,privileged_configuration_change-16,privileged_configuration_change,APPROVE,0.442355,T1,T2,APPROVE,True
Proposed hybrid control plane,bounded_bulk_mutation-13,bounded_bulk_mutation,APPROVE,0.393415,T1,T2,APPROVE,True
Proposed hybrid control plane,privileged_configuration_change-07,privileged_configuration_change,APPROVE,0.437915,T1,T2,APPROVE,True
Proposed hybrid control plane,untrusted_record_instruction-06,untrusted_record_instruction,DENY,0.485095,T2,T3,DENY,True
Proposed hybrid control plane,broad_privileged_read-19,broad_privileged_read,APPROVE,0.51522,T2,T0,APPROVE,True
Proposed hybrid control plane,over_limit_bulk_mutation-13,over_limit_bulk_mutation,DENY,0.632585,T2,T3,DENY,True
Proposed hybrid control plane,bounded_aggregate-16,bounded_aggregate,ALLOW,0.066635,T0,T0,ALLOW,True
Proposed hybrid control plane,privileged_configuration_change-04,privileged_configuration_change,APPROVE,0.449655,T1,T2,APPROVE,True
Proposed hybrid control plane,bounded_aggregate-04,bounded_aggregate,ALLOW,0.048245,T0,T0,ALLOW,True
Proposed hybrid control plane,unbounded_scan-06,unbounded_scan,DENY,0.481535,T2,T3,DENY,True
Proposed hybrid control plane,reversible_analysis-05,reversible_analysis,PREVIEW,0.102415,T0,T1,PREVIEW,True
Proposed hybrid control plane,ambiguous_quality_analysis-13,ambiguous_quality_analysis,PREVIEW,0.23995,T1,T0,PREVIEW,True
Proposed hybrid control plane,ambiguous_quality_analysis-10,ambiguous_quality_analysis,PREVIEW,0.25441,T1,T0,PREVIEW,True
Proposed hybrid control plane,schema_source_conflict-15,schema_source_conflict,APPROVE,0.377415,T1,T2,APPROVE,True
Proposed hybrid control plane,cross_tenant_query-08,cross_tenant_query,DENY,0.648445,T2,T3,DENY,True
Proposed hybrid control plane,ambiguous_quality_analysis-17,ambiguous_quality_analysis,PREVIEW,0.235645,T1,T0,PREVIEW,True
Proposed hybrid control plane,over_limit_bulk_mutation-06,over_limit_bulk_mutation,DENY,0.63974,T2,T3,DENY,True
Proposed hybrid control plane,cross_tenant_query-17,cross_tenant_query,DENY,0.64781,T2,T3,DENY,True
Proposed hybrid control plane,untrusted_record_instruction-13,untrusted_record_instruction,DENY,0.48409,T2,T3,DENY,True
Proposed hybrid control plane,sensitive_drilldown-07,sensitive_drilldown,APPROVE,0.4222,T1,T2,APPROVE,True
Proposed hybrid control plane,stale_snapshot-04,stale_snapshot,PREVIEW,0.261335,T1,T1,PREVIEW,True
Proposed hybrid control plane,sensitive_drilldown-06,sensitive_drilldown,APPROVE,0.43678,T1,T2,APPROVE,True
Proposed hybrid control plane,audit_unavailable-11,audit_unavailable,DENY,0.36947,T1,T3,DENY,True
Proposed hybrid control plane,sensitive_drilldown-01,sensitive_drilldown,APPROVE,0.42507,T1,T2,APPROVE,True
Proposed hybrid control plane,schema_source_conflict-04,schema_source_conflict,APPROVE,0.361225,T1,T2,APPROVE,True
Proposed hybrid control plane,irreversible_external_action-09,irreversible_external_action,DENY,0.75039,T3,T2,DENY,True
Proposed hybrid control plane,bounded_bulk_mutation-15,bounded_bulk_mutation,APPROVE,0.396095,T1,T2,APPROVE,True
Proposed hybrid control plane,untrusted_record_instruction-15,untrusted_record_instruction,DENY,0.490015,T2,T3,DENY,True
Proposed hybrid control plane,bounded_aggregate-01,bounded_aggregate,ALLOW,0.05586,T0,T0,ALLOW,True
Proposed hybrid control plane,untrusted_record_instruction-05,untrusted_record_instruction,DENY,0.4762,T2,T3,DENY,True
Proposed hybrid control plane,bounded_bulk_mutation-06,bounded_bulk_mutation,APPROVE,0.404725,T1,T2,APPROVE,True
Proposed hybrid control plane,schema_source_conflict-18,schema_source_conflict,APPROVE,0.366835,T1,T2,APPROVE,True
Proposed hybrid control plane,broad_privileged_read-05,broad_privileged_read,APPROVE,0.527095,T2,T0,APPROVE,True
Proposed hybrid control plane,reversible_analysis-09,reversible_analysis,PREVIEW,0.104455,T0,T1,PREVIEW,True
Proposed hybrid control plane,irreversible_external_action-07,irreversible_external_action,DENY,0.75149,T3,T2,DENY,True
Proposed hybrid control plane,unbounded_scan-15,unbounded_scan,DENY,0.47718,T2,T3,DENY,True
Proposed hybrid control plane,irreversible_external_action-06,irreversible_external_action,DENY,0.75501,T3,T2,DENY,True
Proposed hybrid control plane,broad_privileged_read-12,broad_privileged_read,APPROVE,0.513265,T2,T0,APPROVE,True
Proposed hybrid control plane,ambiguous_quality_analysis-08,ambiguous_quality_analysis,PREVIEW,0.2464,T1,T0,PREVIEW,True
Proposed hybrid control plane,unbounded_scan-07,unbounded_scan,DENY,0.48598,T2,T3,DENY,True
Proposed hybrid control plane,ambiguous_quality_analysis-05,ambiguous_quality_analysis,PREVIEW,0.23377,T1,T0,PREVIEW,True
Proposed hybrid control plane,sensitive_drilldown-13,sensitive_drilldown,APPROVE,0.43229,T1,T2,APPROVE,True
Proposed hybrid control plane,privileged_configuration_change-01,privileged_configuration_change,APPROVE,0.44336,T1,T2,APPROVE,True
Proposed hybrid control plane,broad_privileged_read-16,broad_privileged_read,APPROVE,0.515685,T2,T0,APPROVE,True
Proposed hybrid control plane,schema_source_conflict-14,schema_source_conflict,APPROVE,0.375595,T1,T2,APPROVE,True
Proposed hybrid control plane,ambiguous_quality_analysis-16,ambiguous_quality_analysis,PREVIEW,0.23918,T1,T0,PREVIEW,True
Proposed hybrid control plane,stale_snapshot-17,stale_snapshot,PREVIEW,0.259845,T1,T1,PREVIEW,True
Proposed hybrid control plane,audit_unavailable-09,audit_unavailable,DENY,0.37765,T1,T3,DENY,True
Proposed hybrid control plane,sensitive_drilldown-02,sensitive_drilldown,APPROVE,0.437665,T1,T2,APPROVE,True
Proposed hybrid control plane,privileged_configuration_change-12,privileged_configuration_change,APPROVE,0.44621,T1,T2,APPROVE,True
Proposed hybrid control plane,bounded_aggregate-02,bounded_aggregate,ALLOW,0.05981,T0,T0,ALLOW,True
Proposed hybrid control plane,cross_tenant_query-06,cross_tenant_query,DENY,0.64482,T2,T3,DENY,True
Proposed hybrid control plane,reversible_analysis-01,reversible_analysis,PREVIEW,0.0989,T0,T1,PREVIEW,True
Proposed hybrid control plane,stale_snapshot-06,stale_snapshot,PREVIEW,0.253495,T1,T1,PREVIEW,True
Proposed hybrid control plane,schema_source_conflict-17,schema_source_conflict,APPROVE,0.371305,T1,T2,APPROVE,True
Proposed hybrid control plane,privileged_configuration_change-19,privileged_configuration_change,APPROVE,0.430795,T1,T2,APPROVE,True
Proposed hybrid control plane,untrusted_record_instruction-19,untrusted_record_instruction,DENY,0.48071,T2,T3,DENY,True
Proposed hybrid control plane,bounded_bulk_mutation-03,bounded_bulk_mutation,APPROVE,0.40854,T1,T2,APPROVE,True
Proposed hybrid control plane,over_limit_bulk_mutation-20,over_limit_bulk_mutation,DENY,0.63841,T2,T3,DENY,True
Proposed hybrid control plane,audit_unavailable-19,audit_unavailable,DENY,0.38206,T1,T3,DENY,True
Proposed hybrid control plane,bounded_bulk_mutation-14,bounded_bulk_mutation,APPROVE,0.40483,T1,T2,APPROVE,True
Proposed hybrid control plane,stale_snapshot-01,stale_snapshot,PREVIEW,0.25276,T1,T1,PREVIEW,True
Proposed hybrid control plane,broad_privileged_read-13,broad_privileged_read,APPROVE,0.51105,T2,T0,APPROVE,True
Proposed hybrid control plane,unbounded_scan-16,unbounded_scan,DENY,0.48283,T2,T3,DENY,True
Proposed hybrid control plane,broad_privileged_read-02,broad_privileged_read,APPROVE,0.523865,T2,T0,APPROVE,True
Proposed hybrid control plane,bounded_bulk_mutation-04,bounded_bulk_mutation,APPROVE,0.398395,T1,T2,APPROVE,True
Proposed hybrid control plane,untrusted_record_instruction-07,untrusted_record_instruction,DENY,0.48649,T2,T3,DENY,True
Proposed hybrid control plane,schema_source_conflict-20,schema_source_conflict,APPROVE,0.36298,T1,T2,APPROVE,True
Proposed hybrid control plane,reversible_analysis-07,reversible_analysis,PREVIEW,0.098415,T0,T1,PREVIEW,True
Proposed hybrid control plane,broad_privileged_read-01,broad_privileged_read,APPROVE,0.51636,T2,T0,APPROVE,True
Proposed hybrid control plane,ambiguous_quality_analysis-03,ambiguous_quality_analysis,PREVIEW,0.23634,T1,T0,PREVIEW,True
Proposed hybrid control plane,over_limit_bulk_mutation-14,over_limit_bulk_mutation,DENY,0.63198,T2,T3,DENY,True
Proposed hybrid control plane,stale_snapshot-07,stale_snapshot,PREVIEW,0.245605,T1,T1,PREVIEW,True
Proposed hybrid control plane,privileged_configuration_change-03,privileged_configuration_change,APPROVE,0.44237,T1,T2,APPROVE,True
Proposed hybrid control plane,unbounded_scan-20,unbounded_scan,DENY,0.480005,T2,T3,DENY,True
Proposed hybrid control plane,bounded_bulk_mutation-17,bounded_bulk_mutation,APPROVE,0.40688,T1,T2,APPROVE,True
Proposed hybrid control plane,schema_source_conflict-09,schema_source_conflict,APPROVE,0.3696,T1,T2,APPROVE,True
Proposed hybrid control plane,reversible_analysis-10,reversible_analysis,PREVIEW,0.105095,T0,T1,PREVIEW,True
Proposed hybrid control plane,bounded_aggregate-13,bounded_aggregate,ALLOW,0.055745,T0,T0,ALLOW,True
Proposed hybrid control plane,irreversible_external_action-12,irreversible_external_action,DENY,0.755655,T3,T2,DENY,True
Proposed hybrid control plane,stale_snapshot-20,stale_snapshot,PREVIEW,0.249295,T1,T1,PREVIEW,True
Proposed hybrid control plane,bounded_aggregate-03,bounded_aggregate,ALLOW,0.060035,T0,T0,ALLOW,True
Proposed hybrid control plane,broad_privileged_read-08,broad_privileged_read,APPROVE,0.50405,T2,T0,APPROVE,True
Proposed hybrid control plane,irreversible_external_action-17,irreversible_external_action,DENY,0.7647,T3,T2,DENY,True
Proposed hybrid control plane,over_limit_bulk_mutation-16,over_limit_bulk_mutation,DENY,0.641285,T2,T3,DENY,True
Proposed hybrid control plane,sensitive_drilldown-09,sensitive_drilldown,APPROVE,0.425945,T1,T2,APPROVE,True
Proposed hybrid control plane,multi_source_aggregate-11,multi_source_aggregate,PREVIEW,0.257,T1,T0,PREVIEW,True
Proposed hybrid control plane,unbounded_scan-02,unbounded_scan,DENY,0.486475,T2,T3,DENY,True
Proposed hybrid control plane,unbounded_scan-10,unbounded_scan,DENY,0.471725,T2,T3,DENY,True
Proposed hybrid control plane,reversible_analysis-08,reversible_analysis,PREVIEW,0.09808,T0,T1,PREVIEW,True
